Index,Time,sensor0_raw_v,sensor0_filtered_v,sensor0_delta_v,sensor0_threshold_v,sensor0_hit_count
38,0.038412,0.41663003,1.02584314,0,0,0
39,0.039456,1.18380952,1.02474666,0,0,0
40,0.040417,0.79780221,1.02413011,0,0,0
41,0.041415,1.3901099,1.02377939,0,0,0
42,0.042417,1.60205126,1.02325606,0,0,0
43,0.043415,1.10080588,1.02278626,0,0,0
44,0.044417,1.22168493,1.02191544,0,0,0
45,0.045415,1.42153847,1.02191544,0,0,0
46,0.046419,1.42153847,1.0212456,0,0,0
47,0.047417,0.425494492,1.02125788,0,0,0
48,0.048419,1.03875458,1.02167237,0,0,0
49,0.049417,0.705128193,1.02180028,0,0,0
50,0.050419,0.615677655,1.02161598,0,0,0
51,0.051432,1.13062274,1.02166748,0,0,0
52,0.052415,0.845348001,1.02166748,0,0,0
53,0.053416,0.845348001,1.02180326,0,0,0
54,0.054414,0.763150156,1.02174556,0,0,0
55,0.055427,0.892893732,1.02146113,0,0,0
56,0.056412,1.55853474,1.02113986,0,0,0
57,0.057414,1.16205132,1.02095401,0,0,0
58,0.058412,0.842930377,1.02098346,0,0,0
59,0.059414,0.525421262,1.02096426,0,0,0
60,0.060420,0.743003666,1.02090275,0,0,0
61,0.061429,0.743003666,1.02064598,0,0,0
62,0.062420,1.02908421,1.0203141,0,0,0
63,0.063414,0.657582402,1.01996362,0,0,0
64,0.064413,1.26036632,1.0196985,0,0,0
65,0.065415,0.930769205,1.02005827,0,0,0
66,0.066417,1.3989743,1.02037001,0,0,0
67,0.067419,0.658388257,1.02021098,0,0,0
68,0.068418,0.658388257,1.02012694,0,0,0
69,0.069412,0.819560409,1.02019167,0,0,0
70,0.070419,0.821172118,1.0203203,0,0,0
71,0.071457,1.41025639,1.02036965,0,0,0
72,0.072415,1.28373623,1.02037156,0,0,0
73,0.073414,1.29018319,1.01996469,0,0,0
74,0.074417,1.26358974,1.01996768,0,0,0
75,0.075416,1.49406588,1.02027023,0,0,0
76,0.076413,1.49406588,1.0202322,0,0,0
77,0.077420,0.410989016,1.01991725,0,0,0
78,0.078414,1.54483509,1.01949763,0,0,0
79,0.079413,0.588278353,1.01918983,0,0,0
80,0.080415,1.05728936,1.01879585,0,0,0
81,0.081414,1.59641027,1.01856112,0,0,0
82,0.082434,0.87919414,1.01827228,0,0,0
83,0.083417,0.87919414,1.0181917,0,0,0
84,0.084419,1.07501829,1.01804483,0,0,0
85,0.085418,0.922710598,1.01780331,0,0,0
86,0.086415,1.68183148,1.01748788,0,0,0
87,0.087414,0.485128194,1.01751006,0,0,0
88,0.088416,1.69633698,1.01748073,0,0,0
89,0.089415,0.969450533,1.01778042,0,0,0
90,0.090418,0.807472527,1.01757026,0,0,0
91,0.091416,0.807472527,1.01739788,0,0,0
92,0.092418,0.635824144,1.01705372,0,0,0
93,0.093428,1.49890113,1.01688182,0,0,0
94,0.094442,1.30388272,1.01656842,0,0,0
95,0.095418,2.04608059,1.01625502,0,0,0
96,0.096419,0.933992684,1.01603937,0,0,0
97,0.097413,1.64315021,1.01596248,0,0,0
98,0.098419,1.64315021,1.01597643,0,0,0
99,0.099413,1.22652018,1.01581824,0,0,0
100,0.100418,0.41501832,1.01552248,0,0,0
101,0.101420,1.0145787,1.01522064,0,0,0
102,0.102418,1.12175822,1.01511741,0,0,0
103,0.103419,1.29421246,1.0152899,0,0,0
104,0.104417,1.30307686,1.01542115,0,0,0
105,0.105419,0.868717909,1.01562476,0,0,0
106,0.106427,0.868717909,1.01576853,0,0,0
107,0.107433,1.75677657,1.01585877,0,0,0
108,0.108416,1.55047619,1.01543975,0,0,0
109,0.109417,1.00007319,1.01434445,0,0,0
110,0.110415,0.570549428,1.01369846,0,0,0
111,0.111417,1.46424901,1.01294017,0,0,0
112,0.112415,1.31677651,1.01228154,0,0,0
113,0.113416,1.31677651,1.01177287,0,0,0
114,0.114415,0.981538475,1.01084244,0,0,0
115,0.115416,1.23941386,1.01024437,0,0,0
116,0.116417,0.642271042,1.00979042,0,0,0
117,0.117516,1.28051281,1.00967729,0,0,0
118,0.118416,0.681758225,1.00960779,0,0,0
119,0.119414,1.09194136,1.00964749,0,0,0
120,0.120416,1.96952379,1.00987661,0,0,0
121,0.121414,1.96952379,1.01029968,0,0,0
122,0.122416,0.758315027,1.01055777,0,0,0
123,0.123414,0.930769205,1.01051402,0,0,0
124,0.124415,1.03956044,1.01049054,0,0,0
125,0.125413,1.08065927,1.01046574,0,0,0
126,0.126418,1.37076926,1.01035154,0,0,0
127,0.127416,0.877582431,1.01053894,0,0,0
128,0.128428,0.877582431,1.01100433,0,0,0
129,0.129419,1.10161173,1.01167834,0,0,0
130,0.130414,1.06212449,1.01231909,0,0,0
131,0.131413,0.768791199,1.01318145,0,0,0
132,0.132415,0.575384617,1.01400113,0,0,0
133,0.133414,1.52549446,1.01503634,0,0,0
134,0.134416,1.10967028,1.01688898,0,0,0
135,0.135414,1.68747246,1.01838911,0,0,0
136,0.136420,1.68747246,1.01973474,0,0,0
137,0.137418,1.18783879,1.02073622,0,0,0
138,0.138459,0.586666644,1.02155805,0,0,0
139,0.139418,0.584249079,1.02256167,0,0,0
140,0.140417,0.413406581,1.0237366,0,0,0
141,0.141419,1.47633696,1.02460742,0,0,0
142,0.142418,1.72373629,1.02536857,0,0,0
143,0.143420,1.72373629,1.02596605,0,0,0
144,0.144419,0.497216105,1.02656138,0,0,0
145,0.145413,0.936410248,1.02712488,0,0,0
146,0.146415,0.734945059,1.02781177,0,0,0
147,0.147417,0.755897403,1.02789664,0,0,0
148,0.148416,0.407765567,1.02842319,0,0,0
149,0.149433,0.487545788,1.02905309,0,0,0
150,0.150416,1.37238097,1.02930582,0,0,0
151,0.151418,1.37238097,1.02965724,0,0,0
152,0.152417,1.03875458,1.02968442,0,0,0
153,0.153419,0.754285693,1.02945662,0,0,0
154,0.154418,1.80915749,1.02894866,0,0,0
155,0.155412,0.556849837,1.02846634,0,0,0
156,0.156414,0.913846135,1.02799487,0,0,0
157,0.157416,1.07743585,1.0271368,0,0,0
158,0.158415,1.07743585,1.0264039,0,0,0
159,0.159430,1.5649817,1.02560616,0,0,0
160,0.160419,1.78256404,1.02439082,0,0,0
161,0.161432,0.71641022,1.02359903,0,0,0
162,0.162415,0.489157498,1.02285933,0,0,0
163,0.163416,0.872747242,1.02228105,0,0,0
164,0.164414,1.29824173,1.02166879,0,0,0
165,0.165416,0.542344332,1.02073061,0,0,0
166,0.166417,0.542344332,1.01939392,0,0,0
167,0.167418,1.14351642,1.01813209,0,0,0
168,0.168416,1.20395601,1.01682436,0,0,0
169,0.169431,0.767985344,1.0157541,0,0,0
170,0.170414,0.541538477,1.01515305,0,0,0
171,0.171416,0.627765536,1.01427352,0,0,0
172,0.172414,1.40058601,1.0138104,0,0,0
173,0.173415,1.40058601,1.01310503,0,0,0
174,0.174413,1.29663002,1.01230836,0,0,0
175,0.175415,1.45619047,1.01176393,0,0,0
176,0.176416,1.11772895,1.0115633,0,0,0
177,0.177418,1.23780215,1.01175332,0,0,0
178,0.178416,1.01538455,1.01189363,0,0,0
179,0.179440,0.958168507,1.01186931,0,0,0
180,0.180453,0.415824175,1.01213014,0,0,0
181,0.181412,0.415824175,1.01207912,0,0,0
182,0.182443,0.71479851,1.012447,0,0,0
183,0.183643,1.00329673,1.01283419,0,0,0
184,0.184476,0.617289364,1.01293862,0,0,0
185,0.185413,0.894505501,1.013237,0,0,0
186,0.186415,0.700293005,1.01359665,0,0,0
187,0.187417,1.58109891,1.01420546,0,0,0
188,0.188415,1.58109891,1.01454127,0,0,0
189,0.189416,1.15076923,1.01466155,0,0,0
