Index,Time,sensor0_raw_v,sensor0_filtered_v,sensor0_delta_v,sensor0_threshold_v,sensor0_hit_count
194,0.193989,0.29816848,0.555814028,-0.00345945358,0.0324527211,35
195,0.195000,0.998461545,0.555039823,-0.00423365831,0.032451421,35
196,0.195981,0.439194143,0.554330289,-0.0049353838,0.032451421,35
197,0.196988,0.634212434,0.553676724,-0.00558894873,0.0324503668,35
198,0.197982,0.634212434,0.553676724,-0.00558894873,0.032449577,35
199,0.198989,1.23780215,0.553052008,-0.00621366501,0.0324488245,35
200,0.199983,0.933186769,0.552988529,-0.00627714396,0.0324483141,35
201,0.200982,0.550402939,0.552910209,-0.00635546446,0.0324478336,35
202,0.201985,0.685787559,0.552813351,-0.00645232201,0.032447394,35
203,0.202983,0.0958974361,0.553110778,-0.00615489483,0.0324469954,35
204,0.203986,1.00087905,0.552879333,-0.00638633966,0.0324464589,35
205,0.204984,0.594725251,0.552879333,-0.00640809536,0.0324460343,35
206,0.206169,0.821172118,0.552929878,-0.00633579493,0.032445617,35
207,0.206987,0.821172118,0.553098619,-0.00616705418,0.0324451663,35
208,0.207986,1.01860809,0.553236663,-0.00602900982,0.0324446335,35
209,0.208988,0.259487182,0.553288043,-0.00597763062,0.0324440375,35
210,0.209987,0.118461534,0.55383265,-0.00543302298,0.0324434191,35
211,0.210989,0.19985348,0.554586232,-0.00467944145,0.032442566,35
212,0.211986,0.258681327,0.555409074,-0.00385659933,0.0324414186,35
213,0.212987,0.258681327,0.555409074,-0.00385659933,0.032440003,35
214,0.213985,0.603589714,0.556659937,-0.00260573626,0.0324383974,35
215,0.214986,0.557655692,0.557241917,-0.0020237565,0.0324366763,35
216,0.215987,0.384395599,0.558370173,-0.000895500183,0.0324348547,35
217,0.216998,0.390842497,0.55948633,0.000220656395,0.0324329063,35
218,0.217984,0.952527463,0.55948633,0.000993907452,0.0324309282,35
219,0.219003,0.955750883,0.561450422,0.00218474865,0.0324289836,35
220,0.219988,0.955750883,0.561450422,0.00294518471,0.032427188,35
221,0.220986,0.508498132,0.562210858,0.00294518471,0.0324255377,35
222,0.221988,0.519780219,0.562906802,0.004304111,0.0324240662,35
223,0.222986,0.539926708,0.563569784,0.00446212292,0.0324227959,35
224,0.223987,0.762344301,0.563727796,0.00491940975,0.032421574,35
225,0.224985,0.875970662,0.564185083,0.00494152308,0.032420516,35
226,0.225983,0.832454205,0.564207196,0.0051009059,0.0324194692,35
227,0.227073,0.808278382,0.564479053,0.00521337986,0.0324175395,35
228,0.227985,0.808278382,0.564479053,0.00521337986,0.0324175395,35
229,0.228984,0.00402930379,0.564346433,0.00510424376,0.032416556,35
230,0.229985,0.521391928,0.564123571,0.00438529253,0.0324154869,35
231,0.230983,0.327985346,0.563627481,0.0040974021,0.0324142389,35
232,0.231985,0.290109873,0.563339591,0.00376975536,0.0324129015,35
233,0.232983,0.376336992,0.563011944,0.00376975536,0.0324114636,35
234,0.233985,0.643882751,0.562753379,0.00351119041,0.0324099585,35
235,0.234982,0.643882751,0.562608659,0.00336647034,0.0324084088,35
236,0.235987,0.392454207,0.562143564,0.00290137529,0.0324067548,35
237,0.236985,0.410989016,0.561367273,0.0021250844,0.032404948,35
238,0.237996,0.391648352,0.560527503,0.000246703625,0.0324030332,35
239,0.238988,1.91150177,0.559488893,0.000246703625,0.0324010551,35
240,0.239986,0.912234426,0.558064878,-0.00117731094,0.0323991328,35
241,0.240987,0.930769205,0.557148159,-0.00209403038,0.0323973224,35
242,0.241986,0.798608065,0.556223273,-0.00301891565,0.0323956944,35
243,0.242987,0.798608065,0.555362165,-0.00388002396,0.03239429,35
244,0.243985,0.726886451,0.554709136,-0.00453305244,0.0323930979,35
245,0.244987,0.706739902,0.553800404,-0.00544178486,0.0323922485,35
246,0.245988,0.942857146,0.553241968,-0.00600022078,0.032391645,35
247,0.246982,1.07098901,0.552724302,-0.00651788712,0.0323912911,35
248,0.247981,0.623736262,0.552226007,-0.00701618195,0.0323911905,35
249,0.248983,0.00402930379,0.552003443,-0.00723874569,0.0323912129,35
250,0.249997,0.202271059,0.551817894,-0.00742429495,0.0323913395,35
251,0.250983,0.202271059,0.551766098,-0.00747609138,0.032391496,35
252,0.251982,0.116043955,0.551630855,-0.00761133432,0.032391727,35
253,0.252984,0.296556771,0.55131501,-0.00792717934,0.0323921517,35
254,0.253983,0.68256408,0.551234663,-0.0080075264,0.032392621,35
255,0.254985,0.532673955,0.551159382,-0.00808280706,0.0323931351,35
256,0.255987,0.442417562,0.551186919,-0.00805526972,0.0323936343,35
257,0.256981,0.412600726,0.551122069,-0.00812011957,0.0323941745,35
258,0.257988,0.412600726,0.551012278,-0.00822991133,0.032394778,35
259,0.259007,1.66571426,0.551113665,-0.00812852383,0.0323953256,35
260,0.259996,0.493992656,0.551681638,-0.00756055117,0.0323955268,35
261,0.260983,0.332820505,0.552463531,-0.00675523281,0.0323952921,35
262,0.261982,0.315897435,0.5533126,-0.00590616465,0.0323946439,35
263,0.262984,0.0580219775,0.554219663,-0.00499910116,0.0323936231,35
264,0.263982,0.346520156,0.555423677,-0.00379508734,0.0323921926,35
265,0.264985,0.471428573,0.556943893,-0.00227487087,0.0323904157,35
266,0.265987,0.471428573,0.558108032,-0.00111073256,0.032388486,35
267,0.266981,0.637435913,0.559201062,-1.77025795e-05,0.0323865078,35
268,0.267988,0.693846166,0.560272276,0.0010535121,0.0323845744,35
269,0.268982,0.174065933,0.561374903,0.00215613842,0.0323827714,35
270,0.270000,0.244175822,0.562511563,0.003292799,0.0323812105,35
271,0.270986,0.136190474,0.563539922,0.00432115793,0.0323799476,35
272,0.271985,0.780073225,0.56466198,0.00544321537,0.032379102,35
273,0.272987,0.780073225,0.565770805,0.00655204058,0.032378763,35
274,0.274000,0.639047623,0.566596031,0.00737726688,0.0323788635,35
275,0.274983,0.218388274,0.567544758,0.00832599401,0.0323795341,35
276,0.275988,0.921904743,0.568411529,0.00919276476,0.0323807821,35
277,0.276985,0.839706957,0.569374084,0.0101553202,0.0323827416,35
278,0.277986,0.677728951,0.570687652,0.0114688873,0.0323857889,35
279,0.278984,0.938827813,0.57177031,0.0125515461,0.0323898233,35
280,0.279986,0.86388278,0.572653055,0.0134342909,0.0323947333,35
281,0.281112,0.86388278,0.573213398,0.0139946342,0.0324002281,35
282,0.281986,0.915457845,0.573779702,0.0145609379,0.0324063376,35
283,0.282984,0.817142844,0.574307859,0.0150890946,0.0324130431,35
284,0.283986,0.296556771,0.574608266,0.015389502,0.0324200951,35
285,0.284984,0.659194112,0.574470758,0.0152519941,0.0324269831,35
286,0.285988,0.352967024,0.574024558,0.0148057938,0.0324333608,35
287,0.286986,0.394065917,0.573604405,0.0143856406,0.0324392654,35
288,0.287988,0.394065917,0.573120654,0.0139018893,0.0324446484,35
289,0.288986,0.883223414,0.572565258,0.0133464932,0.0324494541,35
290,0.289988,0.773626387,0.572040319,0.0128215551,0.0324537344,35
291,0.290986,0.0169230774,0.57158792,0.0123691559,0.0324575789,35
292,0.292023,0.441611707,0.57107091,0.0118521452,0.0324609466,35
293,0.292985,0.266739935,0.570524633,0.0112121105,0.0324637517,35
294,0.293983,0.41663003,0.569939256,0.0106267333,0.0324660689,35
295,0.294985,0.771208763,0.569189608,0.00987708569,0.0324678011,35
296,0.295986,0.771208763,0.56865567,0.00934314728,0.0324691422,35
297,0.296988,0.63179487,0.567964137,0.00865161419,0.0324700102,35
298,0.297986,0.58263737,0.567307889,0.00799536705,0.0324704647,35
299,0.298988,0.471428573,0.566777885,0.00746536255,0.0324706025,35
300,0.299986,0.406153828,0.566311121,0.00699859858,0.0324704833,35
301,0.300987,0.173260078,0.565462351,0.00614982843,0.0324699432,35
302,0.301985,0.318314999,0.564571917,0.00525939465,0.0324690156,35
303,0.302987,0.318314999,0.563627481,0.00431495905,0.0324677415,35
304,0.304070,0.4996337,0.562939525,0.00362700224,0.0324662589,35
305,0.304983,0.29978022,0.562494576,0.00318205357,0.0324646644,35
306,0.305985,0.145054936,0.562497079,0.00318455696,0.03246307,35
307,0.306987,0.277216107,0.562464535,0.00315201283,0.0324614644,35
308,0.307985,0.406959713,0.562577069,0.00326454639,0.0324598886,35
309,0.308986,0.910622716,0.562713206,0.0034006834,0.0324583463,35
310,0.309984,0.052380953,0.562830746,0.00351822376,0.0324568376,35
311,0.310986,0.052380953,0.563024938,0.0037124157,0.0324553847,35
312,0.311984,0.144249082,0.563054204,0.00374168158,0.0324539356,35
313,0.312987,0.257875443,0.563338935,0.00402641296,0.0324525721,35
314,0.314026,0.68256408,0.563750029,0.0044375062,0.0324513391,35
315,0.314988,0.326373607,0.564194381,0.00488185883,0.0324502699,35
316,0.315982,0.871941388,0.56441772,0.00510519743,0.0324492827,35
317,0.316984,0.237728938,0.564736605,0.00542408228,0.0324484222,35
318,0.317983,0.237728938,0.565003574,0.00569105148,0.0324476734,35
319,0.318985,0.678534806,0.565928876,0.00661635399,0.0324473605,35
320,0.319984,0.253040284,0.566375434,0.00706291199,0.0324472785,35
321,0.320986,1.18139195,0.566791832,0.00747931004,0.0324474312,35
322,0.321985,0.601978004,0.567240477,0.0079279542,0.0324478447,35
323,0.322987,0.959780216,0.567626417,0.00831389427,0.0324484967,35
324,0.323986,0.751868129,0.567923307,0.00861078501,0.0324493386,35
325,0.325013,0.792161167,0.568080485,0.00879919529,0.0324503072,35
326,0.326003,0.792161167,0.568552375,0.00927108526,0.0324515998,35
327,0.326981,0.615677655,0.568975985,0.00969469547,0.032453198,35
328,0.327988,0.778461516,0.569297194,0.0100159049,0.0324550383,35
329,0.328982,0.413406581,0.569241047,0.00995975733,0.0324568339,35
330,0.329982,0.384395599,0.568976402,0.00969511271,0.032458432,35
331,0.330984,0.779267371,0.568577588,0.00929629803,0.0324597433,35
332,0.331983,0.679340661,0.568410993,0.00912970304,0.0324609354,35
333,0.333002,0.679340661,0.568221986,0.00894069672,0.0324619971,35
334,0.333988,0.921904743,0.568011343,0.0087300539,0.0324629173,35
335,0.334987,0.115238093,0.567808151,0.00852686167,0.0324637033,35
336,0.335984,0.692234397,0.567573786,0.0082924962,0.0324643403,35
337,0.337003,0.644688606,0.567500651,0.00821936131,0.0324649327,35
338,0.337982,0.117655672,0.56722796,0.00794667006,0.0324653536,35
339,0.338981,1.16205132,0.566214681,0.00693339109,0.0324652046,35
340,0.339983,0.994432211,0.565419078,0.0061377883,0.032464657,35
341,0.340982,0.994432211,0.564860582,0.00557929277,0.0324638598,35
342,0.341984,1.07260072,0.564234853,0.00495356321,0.032462813,35
343,0.342989,0.943663001,0.563728929,0.00444763899,0.0324615836,35
344,0.343982,0.459340662,0.562552452,0.00327116251,0.0324600115,35
345,0.344988,0.0668864474,0.561887205,0.00260591507,0.0324582905,35
346,0.345985,0.793772876,0.561109781,0.00182849169,0.0324564353,35
347,0.346983,0.891282022,0.560380757,0.00109946728,0.0324544981,35
348,0.348001,0.891282022,0.559650481,0.00036919117,0.0324525237,35
349,0.348987,0.298974365,0.559274018,-7.27176666e-06,0.0324505419,35
350,0.349985,0.534285724,0.559075773,-0.000205516815,0.0324485637,35
351,0.350986,0.502857149,0.559287846,6.55651093e-06,0.0324465856,35
352,0.351984,0.0145054944,0.559364438,8.31484795e-05,0.0324446037,35
353,0.352986,0.132967025,0.559175313,-0.000105977058,0.0324426219,35
354,0.353984,0.776849806,0.559227169,-5.41210175e-05,0.0324406438,35
355,0.354986,0.256263733,0.559405208,0.000123918056,0.0324386619,35
356,0.355987,0.256263733,0.559683263,0.000401973724,0.0324366912,35
357,0.356988,0.562490821,0.559793472,0.000426232815,0.0324347168,35
358,0.357997,1.19186807,0.559894919,0.00052767992,0.0324327461,35
359,0.358986,0.554432213,0.560356081,0.000988841057,0.0324308053,35
360,0.359984,0.977509141,0.560725987,0.00135874748,0.0324288979,35
361,0.360985,1.26358974,0.56114924,0.00178200006,0.032427039,35
362,0.361984,1.04600728,0.561517179,0.00214993954,0.032425236,35
363,0.362985,1.04600728,0.561804891,0.00243765116,0.0324234851,35
364,0.363983,0.352161169,0.562752306,0.00338506699,0.0324219428,35
365,0.364985,0.985567749,0.563508749,0.00414150953,0.0324206166,35
366,0.365986,0.395677656,0.564191759,0.00482451916,0.0324195251,35
367,0.366987,0.469010979,0.564852834,0.00548559427,0.0324186943,35
368,0.368018,0.174871787,0.565521181,0.00615394115,0.0324181579,35
369,0.368983,0.178095236,0.566262186,0.0068949461,0.0324179903,35
370,0.369982,0.203076914,0.567077935,0.00771069527,0.0324182808,35
371,0.370983,0.203076914,0.567551494,0.00818425417,0.0324188545,35
372,0.371981,0.298974365,0.568045735,0.00867849588,0.0324197486,35
373,0.372983,0.575384617,0.568817496,0.00945025682,0.0324211754,35
374,0.373989,0.189377293,0.569304645,0.00993740559,0.0324229598,35
375,0.374982,0.562490821,0.569662809,0.0102955699,0.0324250199,35
376,0.375983,0.287692308,0.569565713,0.0101984739,0.0324270092,35
377,0.376985,0.142637357,0.569534957,0.0101677179,0.0324289687,35
378,0.377984,0.142637357,0.569707334,0.0103400946,0.032431066,35
379,0.379002,0.361025631,0.569631398,0.0102641582,0.0324331,35
380,0.379988,0.272380948,0.569413185,0.0100459456,0.0324349664,35
381,0.380987,0.227252737,0.569246411,0.00987917185,0.0324367061,35
382,0.381982,0.0942857116,0.569111764,0.00974452496,0.0324383453,35
383,0.382988,0.71479851,0.568938375,0.00957113504,0.032439854,35
384,0.383983,0.331208795,0.568456173,0.00908893347,0.0324410237,35
385,0.384981,1.02263737,0.567972839,0.0086055994,0.0324418619,35
386,0.385987,1.02263737,0.567319572,0.0079523325,0.0324422941,35
387,0.386986,0.955750883,0.566753387,0.00738614798,0.0324423909,35
388,0.388002,0.946080565,0.566177368,0.00681012869,0.0324421786,35
389,0.388984,0.985567749,0.565411985,0.00606042147,0.0324415974,35
390,0.390001,0.325567752,0.564605117,0.00525355339,0.0324406698,35
391,0.390987,0.573772907,0.563951075,0.00459951162,0.0324394926,35
